[08/Jul/2024:00:01:16 +0000] - 304 304 - GET http localhost "/" [Client 172.20.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:01:17 +0000] - 304 304 - GET http localhost "/assets/index-ugp3iK-I.js" [Client 172.20.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[08/Jul/2024:00:01:17 +0000] - 304 304 - GET http localhost "/assets/images/fastapi-logo.svg" [Client 172.20.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:11:18 +0000] - 404 404 - GET http localhost "/login" [Client 172.23.0.1] [Length 188] [Gzip 3.14] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:11:18 +0000] - 404 404 - GET http localhost "/favicon.ico" [Client 172.23.0.1] [Length 188] [Gzip 3.14] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:11:21 +0000] - 304 304 - GET http localhost "/" [Client 172.23.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:11:21 +0000] - 304 304 - GET http localhost "/assets/index-ugp3iK-I.js" [Client 172.23.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[08/Jul/2024:00:11:22 +0000] - 304 304 - GET http localhost "/assets/images/fastapi-logo.svg" [Client 172.23.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:11:22 +0000] - 304 304 - GET http localhost "/assets/images/favicon.png" [Client 172.23.0.1] [Length 0] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:12:12 +0000] 400 - GET http localhost "/" [Client 172.23.0.1] [Length 654] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:12:12 +0000] 400 - GET http localhost "/favicon.ico" [Client 172.23.0.1] [Length 654] [Gzip -] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:443/"
[08/Jul/2024:00:13:08 +0000] - 404 404 - GET http localhost "/login" [Client 172.23.0.1] [Length 188] [Gzip 3.14] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[08/Jul/2024:00:13:27 +0000] - 500 500 - POST http localhost "/api/v1/login/access-token" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:13:35 +0000] - 500 500 - POST http localhost "/api/v1/login/access-token" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/login"
[08/Jul/2024:00:13:40 +0000] - 500 500 - POST http localhost "/api/v1/password-recovery/daniaernest@aol.com" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/recover-password"
[08/Jul/2024:00:13:49 +0000] - 500 500 - POST http localhost "/api/v1/password-recovery/daniaernest@aol.com" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/recover-password"
[08/Jul/2024:00:13:50 +0000] - 500 500 - POST http localhost "/api/v1/password-recovery/daniaernest@aol.com" [Client 172.23.0.1] [Length 21] [Gzip -] [Sent-to ] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/recover-password"
